TIME,CH3SH PPB Médio,CH3SH PPB Máximo,CH3SH PPB Mínimo,CH3SH uG Médio
2026-04-07 18:00:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 18:00:54,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 18:31:00,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 19:31:12,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 20:01:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 20:31:25,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 21:01:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 21:31:37,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 22:01:43,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 22:31:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 22:31:50,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 23:01:56,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-07 23:32:02,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 00:02:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 00:32:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 01:02:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 01:32:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 01:32:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 02:02:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 02:02:38,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 02:32:45,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 03:02:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 03:32:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 04:03:03,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 04:33:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 05:03:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 05:03:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 05:33:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 05:33:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 06:03:28,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 06:33:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 06:33:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 07:33:47,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 08:03:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 08:03:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 08:33:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 09:04:06,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 09:04:06,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 09:34:12,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 10:34:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 10:34:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 10:34:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 11:04:42,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 11:34:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 11:34:55,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 12:05:07,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 12:35:20,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 13:05:33,4 ppb,7 ppb,1 ppb,8 ppb
2026-04-08 13:35:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 14:05:58,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 14:36:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 15:06:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 15:06:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 15:36:17,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 16:06:23,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 17:06:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 18:06:53,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 18:37:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 19:07:18,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 19:37:31,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 20:07:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 20:07:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 20:37:57,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 21:38:21,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 22:08:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 22:38:34,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 23:38:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-08 23:38:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 00:08:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 00:08:52,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 00:38:59,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 01:09:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 01:09:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 01:09:05,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 01:39:11,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 02:39:24,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 03:09:35,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 03:39:48,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 04:10:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 04:10:08,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 04:40:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 04:40:14,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 05:10:27,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 05:40:46,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 06:10:51,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 07:11:04,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 07:41:10,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 08:11:16,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 08:41:22,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 09:11:29,3 ppb,7 ppb,1 ppb,6 ppb
2026-04-09 09:11:29,3 ppb,7 ppb,1 ppb,6 ppb
