TIME,NH3 PPB Médio,NH3 PPB Máximo,NH3 PPB Mínimo,NH3 uG Médio
2026-04-07 19:31:12,106 ppb,113 ppb,94 ppb,73 ppb
2026-04-07 20:01:18,121 ppb,135 ppb,102 ppb,83 ppb
2026-04-07 20:31:25,142 ppb,147 ppb,130 ppb,98 ppb
2026-04-07 21:01:31,154 ppb,163 ppb,143 ppb,106 ppb
2026-04-07 21:31:37,149 ppb,156 ppb,142 ppb,103 ppb
2026-04-07 22:01:43,148 ppb,153 ppb,138 ppb,102 ppb
2026-04-07 22:31:50,151 ppb,154 ppb,147 ppb,104 ppb
2026-04-07 22:31:50,151 ppb,154 ppb,147 ppb,104 ppb
2026-04-07 23:01:56,157 ppb,164 ppb,151 ppb,108 ppb
2026-04-07 23:32:02,156 ppb,164 ppb,148 ppb,108 ppb
2026-04-08 00:02:08,145 ppb,149 ppb,140 ppb,100 ppb
2026-04-08 00:32:14,141 ppb,149 ppb,133 ppb,97 ppb
2026-04-08 01:02:20,144 ppb,150 ppb,139 ppb,99 ppb
2026-04-08 01:32:27,139 ppb,145 ppb,133 ppb,96 ppb
2026-04-08 01:32:27,139 ppb,145 ppb,133 ppb,96 ppb
2026-04-08 02:02:38,134 ppb,150 ppb,116 ppb,92 ppb
2026-04-08 02:02:38,134 ppb,150 ppb,116 ppb,92 ppb
2026-04-08 02:32:45,153 ppb,162 ppb,142 ppb,106 ppb
2026-04-08 03:02:51,164 ppb,169 ppb,161 ppb,113 ppb
2026-04-08 03:32:57,162 ppb,167 ppb,155 ppb,112 ppb
2026-04-08 04:03:03,136 ppb,160 ppb,126 ppb,94 ppb
2026-04-08 04:33:10,123 ppb,128 ppb,119 ppb,85 ppb
2026-04-08 05:03:16,126 ppb,135 ppb,121 ppb,87 ppb
2026-04-08 05:03:16,126 ppb,135 ppb,121 ppb,87 ppb
2026-04-08 05:33:22,118 ppb,133 ppb,104 ppb,82 ppb
2026-04-08 05:33:22,118 ppb,133 ppb,104 ppb,82 ppb
2026-04-08 06:03:28,115 ppb,119 ppb,112 ppb,80 ppb
2026-04-08 06:33:35,110 ppb,115 ppb,106 ppb,76 ppb
2026-04-08 06:33:35,110 ppb,115 ppb,106 ppb,76 ppb
2026-04-08 07:33:47,68 ppb,83 ppb,45 ppb,47 ppb
2026-04-08 08:03:53,64 ppb,71 ppb,60 ppb,44 ppb
2026-04-08 08:03:53,64 ppb,71 ppb,60 ppb,44 ppb
2026-04-08 08:33:59,72 ppb,78 ppb,69 ppb,50 ppb
2026-04-08 09:04:06,79 ppb,84 ppb,75 ppb,55 ppb
2026-04-08 09:04:06,79 ppb,84 ppb,75 ppb,55 ppb
2026-04-08 09:34:12,90 ppb,99 ppb,83 ppb,62 ppb
2026-04-08 10:34:24,104 ppb,110 ppb,99 ppb,72 ppb
2026-04-08 10:34:24,104 ppb,110 ppb,99 ppb,72 ppb
2026-04-08 10:34:24,104 ppb,110 ppb,99 ppb,72 ppb
2026-04-08 11:04:42,93 ppb,105 ppb,85 ppb,65 ppb
2026-04-08 11:34:55,87 ppb,92 ppb,79 ppb,60 ppb
2026-04-08 11:34:55,87 ppb,92 ppb,79 ppb,60 ppb
2026-04-08 12:05:07,81 ppb,85 ppb,75 ppb,56 ppb
2026-04-08 12:35:20,76 ppb,86 ppb,66 ppb,53 ppb
2026-04-08 13:05:33,54 ppb,60 ppb,49 ppb,37 ppb
2026-04-08 13:35:52,58 ppb,81 ppb,40 ppb,40 ppb
2026-04-08 14:05:58,87 ppb,108 ppb,69 ppb,60 ppb
2026-04-08 14:36:04,86 ppb,114 ppb,64 ppb,59 ppb
2026-04-08 15:06:10,111 ppb,122 ppb,105 ppb,77 ppb
2026-04-08 15:06:10,111 ppb,122 ppb,105 ppb,77 ppb
2026-04-08 15:36:17,88 ppb,114 ppb,60 ppb,61 ppb
2026-04-08 16:06:23,86 ppb,100 ppb,67 ppb,59 ppb
2026-04-08 17:06:35,105 ppb,111 ppb,97 ppb,73 ppb
2026-04-08 18:06:53,63 ppb,66 ppb,61 ppb,44 ppb
2026-04-08 18:37:05,59 ppb,63 ppb,56 ppb,41 ppb
2026-04-08 19:07:18,54 ppb,60 ppb,50 ppb,37 ppb
2026-04-08 19:37:31,52 ppb,58 ppb,48 ppb,36 ppb
2026-04-08 20:07:51,57 ppb,60 ppb,55 ppb,40 ppb
2026-04-08 20:07:51,57 ppb,60 ppb,55 ppb,40 ppb
2026-04-08 20:37:57,61 ppb,64 ppb,58 ppb,42 ppb
2026-04-08 21:38:21,76 ppb,80 ppb,70 ppb,53 ppb
2026-04-08 22:08:27,69 ppb,76 ppb,62 ppb,48 ppb
2026-04-08 22:38:34,58 ppb,63 ppb,55 ppb,40 ppb
2026-04-08 23:38:46,57 ppb,62 ppb,54 ppb,40 ppb
2026-04-08 23:38:46,57 ppb,62 ppb,54 ppb,40 ppb
2026-04-09 00:08:52,58 ppb,62 ppb,56 ppb,40 ppb
2026-04-09 00:08:52,58 ppb,62 ppb,56 ppb,40 ppb
2026-04-09 00:38:59,58 ppb,60 ppb,55 ppb,40 ppb
2026-04-09 01:09:05,59 ppb,61 ppb,56 ppb,41 ppb
2026-04-09 01:09:05,59 ppb,61 ppb,56 ppb,41 ppb
2026-04-09 01:09:05,59 ppb,61 ppb,56 ppb,41 ppb
2026-04-09 01:39:11,57 ppb,60 ppb,55 ppb,40 ppb
2026-04-09 02:39:24,37 ppb,44 ppb,32 ppb,26 ppb
2026-04-09 03:09:35,27 ppb,33 ppb,21 ppb,19 ppb
2026-04-09 03:39:48,20 ppb,23 ppb,18 ppb,14 ppb
2026-04-09 04:10:08,14 ppb,20 ppb,1 ppb,10 ppb
2026-04-09 04:10:08,14 ppb,20 ppb,1 ppb,10 ppb
2026-04-09 04:40:14,4 ppb,9 ppb,1 ppb,3 ppb
2026-04-09 04:40:14,4 ppb,9 ppb,1 ppb,3 ppb
2026-04-09 05:10:27,9 ppb,11 ppb,6 ppb,6 ppb
2026-04-09 05:40:46,13 ppb,19 ppb,9 ppb,9 ppb
2026-04-09 06:10:51,23 ppb,26 ppb,19 ppb,16 ppb
2026-04-09 07:11:04,16 ppb,19 ppb,14 ppb,11 ppb
2026-04-09 07:41:10,6 ppb,15 ppb,1 ppb,4 ppb
2026-04-09 08:11:16,4 ppb,10 ppb,1 ppb,3 ppb
2026-04-09 08:41:22,3 ppb,7 ppb,1 ppb,2 ppb
2026-04-09 09:11:29,4 ppb,12 ppb,1 ppb,3 ppb
2026-04-09 09:11:29,4 ppb,12 ppb,1 ppb,3 ppb
